agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Temple Terrace Police Dept,Temple Terrace,Police Dept,FL,Temple Terrace Police Department,"11250 N 56th St, Temple Terrace, FL 33617, United States",28.050437,-82.3941242,"police,point_of_interest,establishment"
Union City Police Dept,Union City,Police Dept,CA,Union City Police Department,"34009 Alvarado-Niles Rd, Union City, CA 94587, United States",37.5872173,-122.0271175,"police,point_of_interest,establishment"
Grosse Pointe Park Public Safety Dept,,,MI,Grosse Pointe Park Ambulance,"15115 E Jefferson Ave, Grosse Pointe Park, MI 48230, United States",42.3767417,-82.9379916,"police,health,point_of_interest,establishment"
Lewisburg Police Dept,Lewisburg,Police Dept,TN,Lewisburg Police Department,"101 Water St, Lewisburg, TN 37091, United States",35.4506439,-86.788026,"police,point_of_interest,establishment"
Eau Claire Police Dept,Eau Claire,Police Dept,WI,Eau Claire Police Department,"740 2nd Ave, Eau Claire, WI 54703, United States",44.8088357,-91.5042047,"police,point_of_interest,establishment"
Clinton Police Dept,Clinton,Police Dept,MS,Clinton Police Department,"305 Monroe St, Clinton, MS 39056, United States",32.3400155,-90.3296077,"police,point_of_interest,establishment"
Pleasant Prairie Village Police Dept,Pleasant Prairie Village,Police Dept,WI,Pleasant Prairie Police Department,"8600 Green Bay Rd, Pleasant Prairie, WI 53158, United States",42.549107,-87.8947759,"police,point_of_interest,establishment"
Tonawanda City Police Dept,Tonawanda City,Police Dept,NY,Tonawanda Police Department,"299 Decatur Rd, Buffalo, NY 14223, United States",42.97078,-78.835211,"local_government_office,police,point_of_interest,establishment"
Claremont Police Dept,Claremont,Police Dept,CA,Claremont Police Department,"570 W Bonita Ave, Claremont, CA 91711, United States",34.0962637,-117.7224849,"police,point_of_interest,establishment"
Glendora Police Dept,Glendora,Police Dept,CA,City of Glendora Police Department,"150 S Glendora Ave, Glendora, CA 91741, United States",34.1346793,-117.8647129,"police,point_of_interest,establishment"
Tinton Falls Police Dept,Tinton Falls,Police Dept,NJ,Tinton Falls Police Department,"556 Tinton Ave, Tinton Falls, NJ 07724, United States",40.2983526,-74.0907937,"police,point_of_interest,establishment"
West Bend City Police Dept,West Bend City,Police Dept,WI,West Bend Police Department,"350 Vine St, West Bend, WI 53095, United States",43.4055955,-88.180253,"police,point_of_interest,establishment"
Tracy Police Dept,Tracy,Police Dept,CA,Tracy Police Department,"1000 Civic Center Dr, Tracy, CA 95376, United States",37.7390776,-121.4189222,"police,point_of_interest,establishment"
Richland Police Dept,Richland,Police Dept,WA,Richland Police Department,"871 George Washington Way, Richland, WA 99352, United States",46.2784038,-119.2745205,"police,point_of_interest,establishment"
Limerick Twp Police Dept,Limerick Twp,Police Dept,PA,Limerick Police Department,"646 W Ridge Pike, Limerick, PA 19468, United States",40.2397174,-75.5409012,"police,point_of_interest,establishment"
Robinson Twp (Allegheny Co) Police Dept,Robinson Twp (Allegheny Co),Police Dept,PA,Robinson Township Administration Office,"1000 Church Hill Rd, Pittsburgh, PA 15205, United States",40.4385491,-80.1439526,"local_government_office,point_of_interest,establishment"
Red Oak Police Dept,Red Oak,Police Dept,TX,Red Oak Police Department,"547 Methodist St, Red Oak, TX 75154, United States",32.5302848,-96.8043664,"police,point_of_interest,establishment"
Lake Havasu City Police Dept,Lake Havasu City,Police Dept,AZ,Havasu City Police Department,"2360 McCulloch Blvd N, Lake Havasu City, AZ 86403, United States",34.4774605,-114.3185007,"police,point_of_interest,establishment"
Lakewood,,Sheriff's Department,CA,Los Angeles County Sheriff's Department,"5130 Clark Ave, Lakewood, CA 90712, United States",33.8512826,-118.1330857,"airport,local_government_office,police,point_of_interest,establishment"
Dallas Police Dept,Dallas,Police Dept,OR,Dallas Police Department,"1400 S Lamar St, Dallas, TX 75215, United States",32.7677918,-96.7946714,"police,point_of_interest,establishment"
Saco Police Dept,Saco,Police Dept,ME,Saco Police Department,"20 Storer St, Saco, ME 04072, United States",43.4978088,-70.447495,"police,point_of_interest,establishment"
Martinez Police Dept,Martinez,Police Dept,CA,Martinez Police Department Administration,"525 Henrietta St, Martinez, CA 94553, United States",38.0139632,-122.1354197,"police,point_of_interest,establishment"
Brighton Police Dept,Brighton,Police Dept,NY,Brighton Police Department,"2300 Elmwood Ave, Rochester, NY 14618, United States",43.1270224,-77.5756162,"police,point_of_interest,establishment"
City Of Marshall Police Dept,City Of Marshall,Police Dept,MO,Marshall Police Department,"461 W Arrow St, Marshall, MO 65340, United States",39.1205964,-93.2013541,"police,point_of_interest,establishment"
Lawrence Police Dept,Lawrence,Police Dept,MA,Lawrence Police Department,"90 Lowell St, Lawrence, MA 01840, United States",42.7081815,-71.1651021,"police,point_of_interest,establishment"
Southbridge Police Dept,Southbridge,Police Dept,MA,Southbridge Police Department,"1 Mechanic St, Southbridge, MA 01550, United States",42.0753711,-72.0270678,"police,point_of_interest,establishment"
Burlington Police Dept,Burlington,Police Dept,MA,Burlington Police Department,"45 Center St, Burlington, MA 01803, United States",42.5053047,-71.1924595,"police,local_government_office,point_of_interest,establishment"
Boise Police Dept,Boise,Police Dept,ID,Boise Police Department,"333 N Mark Stall Pl, Boise, ID 83704, United States",43.6076607,-116.301763,"police,point_of_interest,establishment"
Brimfield Twp Police Dept,Brimfield Twp,Police Dept,OH,Brimfield Township Police Department,"1287 Tallmadge Rd, Kent, OH 44240, United States",41.100713,-81.347542,"police,point_of_interest,establishment"
South Lake Tahoe Police Dept,South Lake Tahoe,Police Dept,CA,South Lake Tahoe Police Department,"1352 Johnson Blvd, South Lake Tahoe, CA 96150, United States",38.9334271,-119.9763003,"police,point_of_interest,establishment"
Cedar City Police Dept,Cedar City,Police Dept,UT,Cedar City Police Department,"10 N Main St, Cedar City, UT 84720, United States",37.6776453,-113.0610614,"police,point_of_interest,establishment"
Cocke County Sheriff Office,Cocke County,Sheriff Office,TN,Cocke County Sheriff's Department,"111 Court Ave, Newport, TN 37821, United States",35.9671334,-83.1843044,"police,local_government_office,point_of_interest,establishment"
Berwyn Police Dept,Berwyn,Police Dept,IL,Berwyn Police Pension Fund,"6401 W 31st Street, Berwyn, IL 60402, United States",41.8363961,-87.7853154,"police,point_of_interest,establishment"
King City Police Dept,King City,Police Dept,CA,King City Police Department,"415 Bassett St, King City, CA 93930, United States",36.2107834,-121.127349,"police,point_of_interest,establishment"
Glens Falls Police Dept,Glens Falls,Police Dept,NY,Glens Falls Police Department,"42 Ridge St, Glens Falls, NY 12801, United States",43.3108637,-73.6443307,"police,point_of_interest,establishment"
Raynham Police Dept,Raynham,Police Dept,MA,Raynham Police Department,"53 Orchard St, Raynham, MA 02767, United States",41.922051,-71.0511218,"police,point_of_interest,establishment"
Kannapolis  Police Dept,Kannapolis,Police Dept,NC,Kannapolis Police Department,"314 S Main St, Kannapolis, NC 28081, United States",35.493366,-80.627142,"police,point_of_interest,establishment"
Alameda Police Dept,Alameda,Police Dept,CA,Alameda Police Department,"1555 Oak St, Alameda, CA 94501, United States",37.7670537,-122.2430502,"police,point_of_interest,establishment"
Oceanside,,,CA,Oceanside Police Department,"3855 Mission Ave, Oceanside, CA 92058, United States",33.2259829,-117.3290601,"police,point_of_interest,establishment"
Rochester Police Dept,Rochester,Police Dept,MN,Rochester Law Enforcement Center,"101 4th St SE, Rochester, MN 55902, United States",44.0204219,-92.4603568,"police,local_government_office,point_of_interest,establishment"
Niles Police Dept,Niles,Police Dept,IL,Niles Police Department,"7000 W Touhy Ave, Niles, IL 60714, United States",42.0122857,-87.8022297,"police,point_of_interest,establishment"
Buena Park Police Dept,Buena Park,Police Dept,CA,Buena Park Police Department,"6640 Beach Blvd, Buena Park, CA 90622, United States",33.8641409,-117.9972545,"local_government_office,police,point_of_interest,establishment"
Verona Police Dept,Verona,Police Dept,WI,Verona Fire Department,"101 Lincoln St, Verona, WI 53593, United States",42.9915564,-89.5279209,"fire_station,point_of_interest,establishment"
Bellmawr Police Dept,Bellmawr,Police Dept,NJ,Bellmawr Police Department,"21 E Browning Rd, Bellmawr, NJ 08031, United States",39.8669664,-75.078313,"police,point_of_interest,establishment"
Camp Verde Marshal'S Office,,Marshal Office,AZ,Camp Verde Marshal Office (Police),"646 S 1st St, Camp Verde, AZ 86322, United States",34.559793,-111.854945,"police,point_of_interest,establishment"
North St Paul Police Dept,North St Paul,Police Dept,MN,North St Paul Police Department,"2400 Margaret St N, St Paul, MN 55109, United States",45.0136963,-92.9916977,"police,point_of_interest,establishment"
Carver Police Dept,Carver,Police Dept,MA,Carver Police Clerk,"112 Main St, Carver, MA 02330, United States",41.8885918,-70.7680652,"police,point_of_interest,establishment"
Edgewater Police Dept,Edgewater,Police Dept,FL,Edgewater Police Department,"135 E Park Ave, Edgewater, FL 32132, United States",28.9927671,-80.9053464,"police,point_of_interest,establishment"
Glenn Heights Police Dept,Glenn Heights,Police Dept,TX,Glenn Heights Police Department,"550 E Bear Creek Rd, Glenn Heights, TX 75154, United States",32.5603729,-96.8442894,"local_government_office,police,point_of_interest,establishment"
Kershaw County Sheriff Department,Kershaw County,Sheriff Department,SC,Kershaw County Sheriff's Foundation,"821 Ridgeway Rd, Lugoff, SC 29078, United States",34.2256861,-80.6815188,"point_of_interest,establishment"
Jacksonville Police Dept,Jacksonville,Police Dept,NC,Jacksonville Police Department,"206 Marine Blvd, Jacksonville, NC 28540, United States",34.7539901,-77.4295472,"police,point_of_interest,establishment"
Yukon Police Dept,Yukon,Police Dept,OK,Yukon Police Department,"100 S Ranchwood Blvd, Yukon, OK 73099, United States",35.5061534,-97.7385431,"police,point_of_interest,establishment"
New Windsor Police Dept,New Windsor,Police Dept,NY,The New Windsor Police Department,"555 Union Ave, New Windsor, NY 12553, United States",41.4824191,-74.0628751,"police,point_of_interest,establishment"
Festus City Police Dept,Festus City,Police Dept,MO,Festus Police Department,"100 Park Ave, Festus, MO 63028, United States",38.2192462,-90.3991949,"police,point_of_interest,establishment"
North Las Vegas Police Dept,North Las Vegas,Police Dept,NV,North Las Vegas Police-Animal Control Dispatch,"1301 E Lake Mead Blvd, North Las Vegas, NV 89030, United States",36.1953792,-115.1246551,"police,point_of_interest,establishment"
City Of Port Orange Police Dept,City Of Port Orange,Police Dept,FL,Port Orange Police Department,"4545 S Clyde Morris Blvd, Port Orange, FL 32129, United States",29.1347865,-81.0298427,"police,point_of_interest,establishment"
Wellington,,,FL,Palm Beach County Sheriffs Office,"11498 Okeechobee Blvd, Royal Palm Beach, FL 33411, United States",26.7055392,-80.2271676,"local_government_office,police,point_of_interest,establishment"
Rockledge Police Dept,Rockledge,Police Dept,FL,Rockledge Police Department,"1776 Jack Oates Blvd, Rockledge, FL 32955, United States",28.3263298,-80.7229739,"police,point_of_interest,establishment"
Golden Valley Dept Public Safety,,,MN,Public Safety Department,"418 N Pine St, Chaska, MN 55318, United States",44.7875395,-93.6030354,"local_government_office,point_of_interest,establishment"
Archdale Police Dept,Archdale,Police Dept,NC,Archdale Police Department,"305 Balfour Dr, Archdale, NC 27263, United States",35.8995146,-79.9612909,"police,point_of_interest,establishment"
Grandview Police Dept,Grandview,Police Dept,WA,Grandview Police Department,"201 W 2nd St, Grandview, WA 98930, United States",46.2548747,-119.9035671,"police,point_of_interest,establishment"
Tarpon Springs Police Dept,Tarpon Springs,Police Dept,FL,Tarpon Springs Police,"444 S Huey Ave, Tarpon Springs, FL 34689, United States",28.142736,-82.7449064,"police,point_of_interest,establishment"
City Of College Station Police Dept,City Of College Station,Police Dept,TX,College Station Police Department,"2611 Texas Ave S, College Station, TX 77840, United States",30.6039791,-96.3028221,"police,point_of_interest,establishment"
Round Rock Police Dept,Round Rock,Police Dept,TX,Round Rock Police Department,"2701 N Mays St, Round Rock, TX 78665, United States",30.5404058,-97.6871847,"police,point_of_interest,establishment"
Dedham Police Dept,Dedham,Police Dept,MA,Dedham Police Chief,"600 High St, Dedham, MA 02026, United States",42.248063,-71.1740255,"police,point_of_interest,establishment"
Saginaw Police Dept,Saginaw,Police Dept,TX,Saginaw Police Department,"505 W McLeroy Blvd, Fort Worth, TX 76179, United States",32.8579069,-97.3718825,"police,point_of_interest,establishment"
Goose Creek Police Dept,Goose Creek,Police Dept,SC,Goose Creek Police Department,"519 N Goose Creek Blvd, Goose Creek, SC 29445, United States",33.0282796,-80.0359001,"police,point_of_interest,establishment"
Mustang Police Dept,Mustang,Police Dept,OK,Mustang Police Department,"650 E State Hwy 152, Mustang, OK 73064, United States",35.3910766,-97.7127092,"police,point_of_interest,establishment"
Pemberton Twp Police Dept,Pemberton Twp,Police Dept,NJ,Pemberton Township Police Department,"500 Pemberton Browns Mills Road, Pemberton, NJ 08068, United States",39.9671996,-74.633235,"local_government_office,police,point_of_interest,establishment"
Richland County Sheriff Department,Richland County,Sheriff Department,SC,Richland County Sheriff's Department,"5623 Two Notch Rd, Columbia, SC 29223, United States",34.0531793,-80.9805647,"local_government_office,police,point_of_interest,establishment"
Winchendon Police Dept,Winchendon,Police Dept,MA,Winchendon Police Department,"15 Pleasant St, Winchendon, MA 01475, United States",42.6818764,-72.0491384,"police,point_of_interest,establishment"
Normal Town Police Dept,Normal Town,Police Dept,IL,Normal Police Department,"100 E Phoenix Ave, Normal, IL 61761, United States",40.5077371,-88.9831791,"police,point_of_interest,establishment"
Farmington Police Dept,Farmington,Police Dept,CT,Farmington Police Department,"319 New Britain Ave, Unionville, CT 06085, United States",41.7491549,-72.8729447,"police,point_of_interest,establishment"
Greenwood County Sheriff Office,Greenwood County,Sheriff Office,SC,Greenwood County Sheriff's Department,"528 Edgefield St, Greenwood, SC 29646, United States",34.1874203,-82.1638396,"local_government_office,police,point_of_interest,establishment"
Edmonds Police Dept,Edmonds,Police Dept,WA,Edmonds Police Department,"250 5th Ave N, Edmonds, WA 98020, United States",47.8120749,-122.3751699,"police,point_of_interest,establishment"
City Of Fort Madison Police Dept,City Of Fort Madison,Police Dept,IA,Ft Madison City Offices,"811 Avenue E, Fort Madison, IA 52627, United States",40.6332974,-91.3119933,"park,point_of_interest,establishment"
Clermont Police Dept,Clermont,Police Dept,FL,Clermont Police Department,"865 W Montrose St, Clermont, FL 34711, United States",28.5549598,-81.7696714,"police,point_of_interest,establishment"
Newport Beach Police Dept,Newport Beach,Police Dept,CA,Newport Beach Police Department,"870 Santa Barbara Dr, Newport Beach, CA 92660, United States",33.6232483,-117.8803343,"police,point_of_interest,establishment"
Pearl Police Dept,Pearl,Police Dept,MS,Pearl Police Department,"2561 Old Brandon Rd, Pearl, MS 39208, United States",32.2753254,-90.1264386,"police,point_of_interest,establishment"
Sun Prairie Police Dept,Sun Prairie,Police Dept,WI,Sun Prairie Police Department,"300 E Main St, Sun Prairie, WI 53590, United States",43.183084,-89.2104294,"police,point_of_interest,establishment"
Marina Dept Of Public Safety,,,CA,Marina Police Department,"211 Hillcrest Ave, Marina, CA 93933, United States",36.6819313,-121.8037113,"police,point_of_interest,establishment"
Ascension Parish Sheriff Department,Ascension Parish,Sheriff Department,LA,Ascension Parish Sheriff's Office,"828 S Irma Ave, Gonzales, LA 70737, United States",30.2266331,-90.9126296,"local_government_office,police,point_of_interest,establishment"
Bloomfield Police Dept,Bloomfield,Police Dept,CT,Bloomfield Police Department,"785 Park Ave, Bloomfield, CT 06002, United States",41.8287299,-72.7337086,"police,point_of_interest,establishment"
Henrico County Police Dept,Henrico County,Police Dept,VA,Henrico County Police,"7721 E Parham Rd, Henrico, VA 23294, United States",37.629908,-77.52888,"police,point_of_interest,establishment"
Howland Twp Police Dept,Howland Twp,Police Dept,OH,Howland Township Police Department,"169 Niles Cortland Rd NE, Warren, OH 44484, United States",41.239161,-80.7408758,"police,point_of_interest,establishment"
Menasha City Police Dept,Menasha City,Police Dept,WI,Menasha Police Department,"430 1st St, Menasha, WI 54952, United States",44.2034033,-88.447646,"police,point_of_interest,establishment"
Ames Police Dept,Ames,Police Dept,IA,Ames Police Department,"515 Clark Ave, Ames, IA 50010, United States",42.0263505,-93.6177186,"local_government_office,police,point_of_interest,establishment"
Inver Grove Heights Police Dept,Inver Grove Heights,Police Dept,MN,City of Inver Grove Heights: Police Department,"8150 Barbara Ave E, Inver Grove Heights, MN 55077, United States",44.831824,-93.064183,"local_government_office,police,point_of_interest,establishment"
Shelbyville Police Dept,Shelbyville,Police Dept,KY,Shelbyville Police Department,"303 Main St, Shelbyville, KY 40065, United States",38.210947,-85.2129957,"police,point_of_interest,establishment"
Compton Police Dept,Compton,Police Dept,CA,Compton Sheriff's Station,"301 S Willowbrook Ave, Compton, CA 90220, United States",33.8940733,-118.224661,"local_government_office,police,point_of_interest,establishment"
Perkins Twp Police Dept,Perkins Twp,Police Dept,OH,Perkins Township Police Department,"2610 Columbus Ave, Sandusky, OH 44870, United States",41.4303249,-82.6953076,"police,point_of_interest,establishment"
Woodstock Police Dept,Woodstock,Police Dept,GA,Woodstock Police Department,"12453 GA-92, Woodstock, GA 30188, United States",34.088002,-84.480652,"police,point_of_interest,establishment"
Fayetteville Police Dept,Fayetteville,Police Dept,GA,Fayetteville Police Department,"760 Jimmie Mayfield Blvd, Fayetteville, GA 30215, United States",33.4329746,-84.4461146,"police,point_of_interest,establishment"
Essex Junction Police Dept,Essex Junction,Police Dept,VT,Essex Police Department,"145 Maple St, Essex Junction, VT 05452, United States",44.4843788,-73.0965796,"police,point_of_interest,establishment"
Golden Police Dept,Golden,Police Dept,CO,Golden Police Department,"911 10th St, Golden, CO 80401, United States",39.7565022,-105.2244511,"police,point_of_interest,establishment"
Gahanna Police Dept,Gahanna,Police Dept,OH,Gahanna Police Department,"460 Rocky Fork Blvd, Gahanna, OH 43230, United States",40.013725,-82.865552,"police,point_of_interest,establishment"
Longmont Police Dept,Longmont,Police Dept,CO,Longmont Police Department,"225 Kimbark St, Longmont, CO 80501, United States",40.162969,-105.1009476,"local_government_office,police,point_of_interest,establishment"
Plattsburgh Police Dept,Plattsburgh,Police Dept,NY,Plattsburgh Police Department,"45 Pine St, Plattsburgh, NY 12901, United States",44.6922576,-73.4543749,"police,local_government_office,point_of_interest,establishment"
Caldwell Police Dept,Caldwell,Police Dept,ID,Caldwell Police Department,"110 S 5th Ave, Caldwell, ID 83605, United States",43.66836,-116.6910118,"police,point_of_interest,establishment"
Middletown,,,DE,Middletown Police Department,"130 Hampden Rd, Middletown, DE 19709, United States",39.4513564,-75.6816389,"police,point_of_interest,establishment"
Madison Police Dept,Madison,Police Dept,AL,Madison City Police Department,"100 Hughes Rd, Madison, AL 35758, United States",34.700964,-86.7429607,"local_government_office,police,point_of_interest,establishment"
Logan Twp (Blair Co) Police Dept,Logan Twp (Blair Co),Police Dept,PA,Logan Township Supervisors,"100 Chief Logan Circle, Michelle Dr, Altoona, PA 16602, United States",40.4941439,-78.3994231,"local_government_office,point_of_interest,establishment"
Coshocton County Sheriff Department,Coshocton County,Sheriff Department,OH,Coshocton County Sheriff's Office,"328 Chestnut St, Coshocton, OH 43812, United States",40.2757766,-81.865818,"local_government_office,police,point_of_interest,establishment"
Manatee County Sheriff Department,Manatee County,Sheriff Department,FL,Manatee County Sheriff Office,"600 301 Blvd W #202, Bradenton, FL 34205, United States",27.4697429,-82.5667458,"local_government_office,police,point_of_interest,establishment"
Canton Police Dept,Canton,Police Dept,IL,Canton Police Department,"2 N Main St, Canton, IL 61520, United States",40.5559922,-90.0352388,"police,point_of_interest,establishment"
Norwalk,,,CA,Norwalk SheriffÆs Station,"12335 Civic Center Dr, Norwalk, CA 90650, United States",33.9142485,-118.0692666,"local_government_office,police,point_of_interest,establishment"
Willimantic Police Dept,Willimantic,Police Dept,CT,Willimantic Police Department,"22 Meadow St, Willimantic, CT 06226, United States",41.7131181,-72.2145552,"police,point_of_interest,establishment"
Eureka Police Dept,Eureka,Police Dept,MO,Eureka Police Department,"120 City Hall Dr, Eureka, MO 63025, United States",38.4950253,-90.6310949,"police,point_of_interest,establishment"
El Paso Police Dept,El Paso,Police Dept,TX,El Paso Police Department,"911 N Raynor St, El Paso, TX 79903, United States",31.7834523,-106.4608398,"police,point_of_interest,establishment"
Cudahy Police Dept,Cudahy,Police Dept,WI,Cudahy Police Department,"5050 S Lake Dr, Cudahy, WI 53110, United States",42.9527436,-87.8492947,"police,point_of_interest,establishment"
Westerville Police Dept,Westerville,Police Dept,OH,Westerville Police Department,"29 S State St, Westerville, OH 43081, United States",40.1247931,-82.9315594,"police,point_of_interest,establishment"
Spalding County Sheriff Department,Spalding County,Sheriff Department,GA,Spalding County Sheriff,"401 Justice Blvd, Griffin, GA 30224, United States",33.2376735,-84.2926991,"local_government_office,police,point_of_interest,establishment"
Maple Shade Police Dept,Maple Shade,Police Dept,NJ,Maple Shade Police Department,"200 N Stiles Ave, Maple Shade Township, NJ 08052, United States",39.9602445,-74.9971739,"police,point_of_interest,establishment"
Pasadena Police Dept,Pasadena,Police Dept,CA,Pasadena Police Department,"207 Garfield Ave, Pasadena, CA 91101, United States",34.149222,-118.1447408,"police,point_of_interest,establishment"
Skokie Police Dept,Skokie,Police Dept,IL,Skokie Police Department,"7300 Niles Center Rd, Skokie, IL 60077, United States",42.0140731,-87.7624953,"police,point_of_interest,establishment"
Arcadia Police Dept,Arcadia,Police Dept,CA,Arcadia Police Department,"250 W Huntington Dr, Arcadia, CA 91007, United States",34.1364761,-118.0397088,"police,point_of_interest,establishment"
Jackson Police Dept,Jackson,Police Dept,MO,Jackson Police Department,"525 S Hope St, Jackson, MO 63755, United States",37.3778241,-89.6680465,"local_government_office,police,point_of_interest,establishment"
Monroe Twp (Gloucester Co) Police Dept,Monroe Twp (Gloucester Co),Police Dept,NJ,Monroe Township Police Department,"125 Virginia Ave, Williamstown, NJ 08094, United States",39.6797948,-74.9903363,"police,point_of_interest,establishment"
Munhall Boro Police Dept,Munhall Boro,Police Dept,PA,Munhall Boro Police Station,"1900 West St, Homestead, PA 15120, United States",40.3989403,-79.9045596,"police,point_of_interest,establishment"
Elk River Police Dept,Elk River,Police Dept,MN,Elk River Police Department,"13077 Orono Pkwy NW, Elk River, MN 55330, United States",45.3034257,-93.5982611,"police,point_of_interest,establishment"
Durango Police Dept,Durango,Police Dept,CO,Durango Police Department,"990 E 2nd Ave, Durango, CO 81301, United States",37.2738266,-107.8787718,"police,point_of_interest,establishment"
Atlantic Beach Police Dept,Atlantic Beach,Police Dept,FL,Atlantic Beach Police Department,"850 Seminole Rd, Atlantic Beach, FL 32233, United States",30.3326138,-81.4027659,"police,point_of_interest,establishment"
Wixom Police Dept,Wixom,Police Dept,MI,Wixom Police Department,"49045 Pontiac Trail, Wixom, MI 48393, United States",42.5237806,-83.5327397,"police,point_of_interest,establishment"
Attleboro Police Dept,Attleboro,Police Dept,MA,Attleboro Police Department,"12 Union St, Attleboro, MA 02703, United States",41.9434222,-71.2810405,"police,point_of_interest,establishment"
Savage Police Dept,Savage,Police Dept,MN,Savage Police Department,"6000 McColl Dr, Savage, MN 55378, United States",44.7654826,-93.3545452,"local_government_office,police,point_of_interest,establishment"
White Plains Police Dept,White Plains,Police Dept,NY,Greenburgh Police Department,"188 Tarrytown Rd, White Plains, NY 10607, United States",41.0412546,-73.7884283,"police,point_of_interest,establishment"
Branford Police Dept,Branford,Police Dept,CT,Branford Police Department,"33 Laurel St, Branford, CT 06405, United States",41.2812094,-72.8141773,"police,point_of_interest,establishment"
Miami Lakes,,,FL,Miami-Dade Police Department,"5975 Miami Lakes Dr, Hialeah, FL 33014, United States",25.9101247,-80.2983117,"local_government_office,police,point_of_interest,establishment"
Woods Cross Police Dept,Woods Cross,Police Dept,UT,Woods Cross Police Department,"1555 S 800 W, Woods Cross, UT 84087, United States",40.8743409,-111.9016714,"police,point_of_interest,establishment"
Hernando County Sheriff Department,Hernando County,Sheriff Department,FL,Hernando County Sheriff's Office,"18900 Cortez Blvd, Brooksville, FL 34601, United States",28.5472828,-82.4219217,"local_government_office,police,point_of_interest,establishment"
Coal Twp Police Dept,Coal Twp,Police Dept,PA,Coal Township Police Department,"805 W Lynn St # 2, Ranshaw, PA 17866, United States",40.7881356,-76.5656416,"police,point_of_interest,establishment"
Burlingame Police Dept,Burlingame,Police Dept,CA,Burlingame Police Department,"1111 Trousdale Dr, Burlingame, CA 94010, United States",37.5951728,-122.3820078,"police,point_of_interest,establishment"
Santa Maria Police Dept,Santa Maria,Police Dept,CA,Santa Maria Police Department,"1111 W Betteravia Rd, Santa Maria, CA 93458, United States",34.9212367,-120.4524919,"police,point_of_interest,establishment"
Lincoln Police Dept,Lincoln,Police Dept,RI,Lincoln Police Department,"100 Old River Rd, Lincoln, RI 02865, United States",41.9303448,-71.4428254,"police,point_of_interest,establishment"
Issaquah Police Dept,Issaquah,Police Dept,WA,Issaquah Police Department,"130 E Sunset Way, Issaquah, WA 98027, United States",47.5303449,-122.034206,"police,point_of_interest,establishment"
Yeadon Boro Police Dept,Yeadon Boro,Police Dept,PA,Yeadon Borough Police Department,"600 Church Ln, Yeadon, PA 19050, United States",39.9361366,-75.2536529,"police,point_of_interest,establishment"
City Of Greensburg Police Dept,City Of Greensburg,Police Dept,PA,Greensburg Police Department,"416 S Main St, Greensburg, PA 15601, United States",40.2989325,-79.5434098,"police,point_of_interest,establishment"
Inglewood Police Dept,Inglewood,Police Dept,CA,Inglewood Police Department,"1 W Manchester Blvd, Inglewood, CA 90301, United States",33.9631416,-118.3546551,"police,point_of_interest,establishment"
North Lebanon Twp Police Dept,North Lebanon Twp,Police Dept,PA,North Lebanon Police Department,"725 Kimmerlings Rd, Lebanon, PA 17046, United States",40.3658904,-76.4138307,"police,point_of_interest,establishment"
Dixon Police Dept,Dixon,Police Dept,IL,Dixon Police Department,"220 S Hennepin Ave, Dixon, IL 61021, United States",41.8418553,-89.4829578,"police,point_of_interest,establishment"
Ottawa Police Dept,Ottawa,Police Dept,KS,Ottawa Police Department,"715 W 2nd St, Ottawa, KS 66067, United States",38.616185,-95.277121,"police,point_of_interest,establishment"
North Haven Police Dept,North Haven,Police Dept,CT,North Haven Police Department,"18 Church St, North Haven, CT 06473, United States",41.3875223,-72.8624022,"police,point_of_interest,establishment"
Manhattan Beach Police Dept,Manhattan Beach,Police Dept,CA,Manhattan Beach Police Department,"420 15th St, Manhattan Beach, CA 90266, United States",33.887257,-118.4094053,"police,point_of_interest,establishment"
Sartell Police Dept,Sartell,Police Dept,MN,Sartell Police Department,"310 2nd St S, Sartell, MN 56377, United States",45.6148884,-94.2085962,"police,point_of_interest,establishment"
North Richland Hills Police Dept,North Richland Hills,Police Dept,TX,North Richland Hills Police,"7301 NE Loop 820, North Richland Hills, TX 76180, United States",32.838338,-97.225353,"police,point_of_interest,establishment"
Smyrna Police Dept,Smyrna,Police Dept,TN,Smyrna Police Department,"400 Enon Springs Rd E, Smyrna, TN 37167, United States",35.9734358,-86.5002505,"police,point_of_interest,establishment"
Hanover Twp (Luzerne Co)  Police Dept,Hanover Twp (Luzerne Co),Police Dept,PA,Hanover Police Department,"1267 Sans Souci Pkwy #2, Wilkes-Barre, PA 18706, United States",41.2261232,-75.9342766,"police,point_of_interest,establishment"
Arvada Police Dept,Arvada,Police Dept,CO,Arvada Police Department,"8101 Ralston Rd, Arvada, CO 80002, United States",39.8032817,-105.087651,"police,point_of_interest,establishment"
Watertown Police Dept,Watertown,Police Dept,SD,Watertown Police Department,"128 N Maple, Watertown, SD 57201, United States",44.9020406,-97.1102396,"police,point_of_interest,establishment"
Cornelius Police Dept,Cornelius,Police Dept,NC,Cornelius Police Department,"21440 Catawba Ave, Cornelius, NC 28031, United States",35.4813908,-80.859179,"police,point_of_interest,establishment"
Kalamazoo Twp Police Dept,Kalamazoo Twp,Police Dept,MI,Kalamazoo Township Police Department,"1720 Riverview Dr, Kalamazoo, MI 49004, United States",42.3090125,-85.5698217,"police,point_of_interest,establishment"
